,CelularPraAcessar,ComputadorPraAcessar,RendaPerCapita,TemCelular,TemComputador
78297,Sim,2.0,1926.0,2.0,1.0
78298,Sim,2.0,2886.0,2.0,1.0
78299,Sim,2.0,526.0,2.0,1.0
78300,Sim,2.0,433.0,2.0,1.0
78302,Sim,2.0,750.0,2.0,1.0
78304,Sim,2.0,4375.0,2.0,1.0
78305,Sim,2.0,356.0,2.0,1.0
78306,Sim,2.0,2200.0,2.0,1.0
78307,Sim,2.0,1940.0,2.0,1.0
78308,Sim,2.0,650.0,2.0,1.0
78309,Sim,2.0,394.0,2.0,1.0
78311,Sem Informação,missing,10000.0,2.0,1.0
78314,Sim,2.0,2166.0,2.0,1.0
78315,Sim,2.0,1000.0,2.0,1.0
78318,Sim,2.0,1000.0,2.0,1.0
78319,Sim,2.0,5162.0,2.0,1.0
78321,Sim,2.0,1700.0,2.0,1.0
78322,Sim,2.0,2131.0,2.0,1.0
78323,Sim,2.0,2325.0,2.0,1.0
78324,Sim,2.0,1357.0,2.0,1.0
78325,Não,2.0,8000.0,2.0,1.0
78326,Sim,2.0,1100.0,2.0,1.0
78327,Sim,2.0,11000.0,2.0,1.0
78330,Sim,2.0,800.0,2.0,1.0
78332,Sim,2.0,4000.0,2.0,1.0
78333,Sim,2.0,1100.0,2.0,1.0
78334,Sim,2.0,8000.0,2.0,1.0
78335,Sim,2.0,3333.0,2.0,1.0
78336,Sim,2.0,6000.0,2.0,1.0
78337,Sim,2.0,1733.0,2.0,1.0
78338,Sim,2.0,18250.0,2.0,1.0
78339,Sim,2.0,9000.0,2.0,1.0
78341,Sim,2.0,9025.0,2.0,1.0
78342,Sim,2.0,1200.0,2.0,1.0
78343,Sim,2.0,1135.0,2.0,1.0
78345,Sim,2.0,4025.0,2.0,1.0
78347,Sim,2.0,329.0,2.0,1.0
78349,Sim,2.0,309.0,2.0,1.0
78350,Sim,2.0,708.0,2.0,1.0
78352,Sim,2.0,1500.0,2.0,1.0
78353,Sim,2.0,765.0,2.0,1.0
78354,Sim,2.0,2240.0,2.0,1.0
78356,Sim,2.0,1255.0,2.0,1.0
78357,Sim,2.0,2250.0,2.0,1.0
78358,Sim,2.0,1800.0,2.0,1.0
78360,Sim,2.0,500.0,2.0,1.0
78361,Sim,2.0,500.0,2.0,1.0
78362,Sim,2.0,765.0,2.0,1.0
78363,Sim,2.0,1427.0,2.0,1.0
78365,Sim,2.0,684.0,2.0,1.0
78366,Sim,2.0,566.0,2.0,1.0
78367,Sim,2.0,1375.0,2.0,1.0
78372,Sim,2.0,1075.0,2.0,1.0
78395,Sim,2.0,1200.0,2.0,1.0
78396,Sim,2.0,1000.0,2.0,1.0
78397,Sim,2.0,375.0,2.0,1.0
78398,Sim,2.0,2250.0,2.0,1.0
78399,Sim,2.0,1296.0,2.0,1.0
78400,Sim,2.0,1100.0,2.0,1.0
78402,Sim,2.0,400.0,2.0,1.0
78405,Sim,2.0,999999999999.0,2.0,1.0
78406,Sim,2.0,1600.0,2.0,1.0
78407,Sim,2.0,1625.0,2.0,1.0
78408,Sim,2.0,812.0,2.0,1.0
78409,Sim,2.0,566.0,2.0,1.0
78410,Sim,2.0,1171.0,2.0,1.0
78411,Sim,4.0,500.0,2.0,1.0
78412,Sim,2.0,1033.0,2.0,1.0
78413,Sem Informação,missing,733.0,2.0,1.0
78415,Sim,2.0,875.0,2.0,1.0
78418,Sim,2.0,950.0,2.0,1.0
78420,Sim,2.0,3450.0,2.0,1.0
78421,Sim,2.0,1247.0,2.0,1.0
78423,Sim,2.0,325.0,2.0,1.0
78427,Não,2.0,1900.0,2.0,1.0
78428,Sim,2.0,1083.0,2.0,1.0
78429,Sim,2.0,446.0,2.0,1.0
78430,Sim,2.0,525.0,2.0,1.0
78432,Sim,2.0,1288.0,2.0,1.0
78433,Sim,2.0,947.0,2.0,1.0
78437,Sim,2.0,1838.0,2.0,1.0
78442,Sim,2.0,500.0,2.0,1.0
78443,Sim,4.0,1329.0,2.0,1.0
78448,Sim,2.0,2619.0,2.0,1.0
78450,Sim,2.0,1576.0,2.0,1.0
78451,Sim,2.0,958.0,2.0,1.0
78454,Sim,2.0,858.0,2.0,1.0
78455,Sim,2.0,3000.0,2.0,1.0
78457,Sim,2.0,2101.0,2.0,1.0
78460,Sim,2.0,896.0,2.0,1.0
78461,Não,2.0,1538.0,2.0,1.0
78464,Sim,2.0,1200.0,2.0,1.0
78465,Sim,2.0,825.0,2.0,1.0
78467,Sim,2.0,1325.0,2.0,1.0
78468,Sim,2.0,1500.0,2.0,1.0
78473,Sim,2.0,3758.0,2.0,1.0
78474,Sim,2.0,844.0,2.0,1.0
78476,Sim,2.0,1929.0,2.0,1.0
78478,Sim,2.0,5192.0,2.0,1.0
78480,Sem Informação,missing,2364.0,2.0,1.0
78482,Sim,2.0,1055.0,2.0,1.0
78495,Não,2.0,285.0,2.0,1.0
78497,Sem Informação,missing,394.0,2.0,1.0
78498,Sem Informação,missing,394.0,2.0,1.0
78501,Sim,2.0,1894.0,2.0,1.0
78502,Não,2.0,500.0,2.0,1.0
78505,Sim,2.0,1300.0,2.0,1.0
78506,Sim,2.0,2800.0,2.0,1.0
78507,Sim,2.0,320.0,2.0,1.0
78511,Sim,4.0,1128.0,2.0,1.0
78512,Sim,2.0,1588.0,2.0,1.0
78513,Sim,2.0,1887.0,2.0,1.0
78515,Sim,2.0,1700.0,2.0,1.0
78516,Sim,2.0,2833.0,2.0,1.0
78517,Sim,2.0,549.0,2.0,1.0
78519,Sim,2.0,1043.0,2.0,1.0
78520,Sim,2.0,2500.0,2.0,1.0
78525,Sim,2.0,1366.0,2.0,1.0
78526,Sim,2.0,1496.0,2.0,1.0
78529,Sim,2.0,981.0,2.0,1.0
78530,Sim,2.0,1333.0,2.0,1.0
78531,Sim,2.0,777.0,2.0,1.0
78534,Sim,2.0,781.0,2.0,1.0
78535,Sim,2.0,130.0,2.0,1.0
78543,Sim,2.0,1516.0,2.0,1.0
78545,Sim,2.0,393.0,2.0,1.0
78546,Não,2.0,993.0,2.0,1.0
78547,Sim,2.0,480.0,2.0,1.0
78550,Sim,2.0,1500.0,2.0,1.0
78553,Não,2.0,678.0,2.0,1.0
78554,Sim,2.0,1866.0,2.0,1.0
78556,Sim,2.0,1000.0,2.0,1.0
78557,Sem Informação,missing,575.0,2.0,1.0
78559,Sim,2.0,1333.0,2.0,1.0
78560,Sim,2.0,596.0,2.0,1.0
78562,Sim,2.0,542.0,2.0,1.0
78563,Sim,2.0,666.0,2.0,1.0
78569,Sim,2.0,822.0,2.0,1.0
78570,Sem Informação,missing,546.0,2.0,1.0
78575,Sim,2.0,1476.0,2.0,1.0
78579,Sim,2.0,1000.0,2.0,1.0
78581,Sim,2.0,400.0,2.0,1.0
78582,Sim,4.0,572.0,2.0,1.0
78583,Sim,2.0,633.0,2.0,1.0
78585,Sim,2.0,596.0,2.0,1.0
78588,Sem Informação,missing,437.0,2.0,1.0
78592,Sim,2.0,612.0,2.0,1.0
78594,Sem Informação,missing,539.0,2.0,1.0
78596,Sem Informação,missing,287.0,2.0,1.0
78597,Sem Informação,missing,788.0,2.0,1.0
78599,Sim,2.0,1000.0,2.0,1.0
78610,Sim,2.0,900.0,2.0,1.0
78616,Sim,2.0,474.0,2.0,1.0
78617,Sim,2.0,720.0,2.0,1.0
78621,Não,2.0,1500.0,2.0,1.0
78622,Sim,2.0,833.0,2.0,1.0
78624,Sem Informação,missing,481.0,2.0,1.0
78629,Sim,2.0,1025.0,2.0,1.0
78630,Sim,2.0,1066.0,2.0,1.0
78631,Sim,2.0,994.0,2.0,1.0
78632,Sem Informação,missing,640.0,2.0,1.0
78633,Sem Informação,missing,343.0,2.0,1.0
78638,Sim,4.0,0.0,2.0,1.0
78639,Sim,2.0,1140.0,2.0,1.0
78644,Sem Informação,missing,7000.0,2.0,1.0
78654,Sim,2.0,740.0,2.0,1.0
78656,Sim,2.0,794.0,2.0,1.0
78657,Sim,2.0,1050.0,2.0,1.0
78658,Sim,2.0,1300.0,2.0,1.0
78659,Sim,2.0,1425.0,2.0,1.0
78662,Sim,2.0,788.0,2.0,1.0
78663,Sim,2.0,1073.0,2.0,1.0
78664,Sem Informação,missing,741.0,2.0,1.0
78665,Sim,2.0,216.0,2.0,1.0
78670,Sim,2.0,1000.0,2.0,1.0
78677,Não,2.0,7000.0,2.0,1.0
78679,Sim,2.0,4000.0,2.0,1.0
78691,Sim,2.0,630.0,2.0,1.0
78693,Sim,2.0,1000.0,2.0,1.0
78694,Não,2.0,420.0,2.0,1.0
78695,Sem Informação,missing,789.0,2.0,1.0
78696,Sim,2.0,2263.0,2.0,1.0
78697,Sim,2.0,1700.0,2.0,1.0
78699,Sem Informação,missing,1300.0,2.0,1.0
78701,Não,2.0,2929.0,2.0,1.0
78704,Sim,2.0,5000.0,2.0,1.0
78706,Sim,2.0,700.0,2.0,1.0
78710,Não,2.0,1500.0,2.0,1.0
78713,Não,2.0,750.0,2.0,1.0
78714,Sim,2.0,1375.0,2.0,1.0
78716,Sim,2.0,1200.0,2.0,1.0
78717,Sim,2.0,775.0,2.0,1.0
78718,Sim,2.0,1150.0,2.0,1.0
78720,Sim,2.0,319.0,2.0,1.0
78721,Sim,2.0,300.0,2.0,1.0
78727,Sim,2.0,1017.0,2.0,1.0
78728,Sim,2.0,1157.0,2.0,1.0
78731,Sim,2.0,2512.0,2.0,1.0
78732,Sim,2.0,1050.0,2.0,1.0
78735,Sim,2.0,4450.0,2.0,1.0
78736,Sim,2.0,2000.0,2.0,1.0
78737,Sim,2.0,2850.0,2.0,1.0
78738,Sim,2.0,484.0,2.0,1.0
78739,Sim,2.0,697.0,2.0,1.0
78742,Sim,2.0,525.0,2.0,1.0
78745,Sim,2.0,1020.0,2.0,1.0
78748,Sim,2.0,457.0,2.0,1.0
78753,Sim,2.0,808.0,2.0,1.0
78755,Sim,2.0,647.0,2.0,1.0
78763,Sim,2.0,620.0,2.0,1.0
78764,Sim,2.0,750.0,2.0,1.0
78765,Sim,2.0,1644.0,2.0,1.0
78766,Sim,2.0,844.0,2.0,1.0
78768,Sim,2.0,10000.0,2.0,1.0
78769,Sim,2.0,844.0,2.0,1.0
78770,Sim,2.0,1000.0,2.0,1.0
78771,Sim,2.0,205.0,2.0,1.0
78772,Sim,2.0,1550.0,2.0,1.0
78773,Sim,2.0,822.0,2.0,1.0
78775,Sim,2.0,300.0,2.0,1.0
78777,Sim,2.0,819.0,2.0,1.0
78780,Sim,2.0,1040.0,2.0,1.0
78784,Sim,2.0,464.0,2.0,1.0
78785,Sim,2.0,1302.0,2.0,1.0
78788,Sim,2.0,822.0,2.0,1.0
78791,Sim,2.0,725.0,2.0,1.0
78792,Sim,2.0,4800.0,2.0,1.0
78793,Sim,2.0,822.0,2.0,1.0
78798,Sim,2.0,697.0,2.0,1.0
78800,Sim,2.0,0.0,2.0,1.0
78801,Sim,2.0,662.0,2.0,1.0
78802,Sim,2.0,1433.0,2.0,1.0
78807,Sim,2.0,875.0,2.0,1.0
78810,Sim,2.0,985.0,2.0,1.0
78811,Sim,2.0,262.0,2.0,1.0
78814,Sim,2.0,1072.0,2.0,1.0
78816,Sim,2.0,575.0,2.0,1.0
78817,Sim,2.0,797.0,2.0,1.0
78826,Sem Informação,missing,266.0,2.0,1.0
78830,Não,2.0,166.0,2.0,1.0
78831,Sem Informação,missing,394.0,2.0,1.0
78834,Sem Informação,missing,475.0,2.0,1.0
78845,Sim,2.0,550.0,2.0,1.0
78848,Sim,2.0,706.0,2.0,1.0
78856,Sim,2.0,3144.0,2.0,1.0
78858,Sim,2.0,2166.0,2.0,1.0
78860,Sim,2.0,1533.0,2.0,1.0
78863,Sim,2.0,1894.0,2.0,1.0
78865,Sim,2.0,986.0,2.0,1.0
78870,Sim,4.0,266.0,2.0,1.0
78871,Sim,2.0,2000.0,2.0,1.0
78874,Sim,2.0,2107.0,2.0,1.0
78878,Sim,2.0,2881.0,2.0,1.0
78882,Sim,2.0,3733.0,2.0,1.0
78884,Sim,4.0,666.0,2.0,1.0
78891,Sim,4.0,513.0,2.0,1.0
78892,Sem Informação,missing,37.0,2.0,1.0
78908,Sem Informação,missing,429.0,2.0,1.0
78917,Sem Informação,missing,304.0,2.0,1.0
78930,Sim,2.0,999999999999.0,2.0,1.0
78932,Sim,2.0,719.0,2.0,1.0
78934,Sim,2.0,1900.0,2.0,1.0
78938,Sim,2.0,1131.0,2.0,1.0
78939,Sim,2.0,1200.0,2.0,1.0
78941,Sim,2.0,1150.0,2.0,1.0
78942,Sim,2.0,1296.0,2.0,1.0
78944,Sim,4.0,278.0,2.0,1.0
78946,Sim,2.0,1900.0,2.0,1.0
78952,Sim,2.0,1112.0,2.0,1.0
78957,Sim,2.0,325.0,2.0,1.0
78965,Sim,2.0,796.0,2.0,1.0
78966,Sim,2.0,8050.0,2.0,1.0
78968,Sim,2.0,1198.0,2.0,1.0
78972,Sim,2.0,4429.0,2.0,1.0
78973,Sem Informação,missing,804.0,2.0,1.0
78978,Sim,2.0,2250.0,2.0,1.0
78981,Sim,2.0,375.0,2.0,1.0
78984,Sim,2.0,3394.0,2.0,1.0
78986,Sim,2.0,650.0,2.0,1.0
78993,Sim,4.0,262.0,2.0,1.0
78994,Sim,2.0,3438.0,2.0,1.0
78997,Sim,2.0,1245.0,2.0,1.0
79007,Sim,2.0,1400.0,2.0,1.0
79009,Não,2.0,394.0,2.0,1.0
79010,Sim,2.0,1700.0,2.0,1.0
79011,Sim,2.0,2250.0,2.0,1.0
79012,Não,2.0,4000.0,2.0,1.0
79013,Sim,2.0,1950.0,2.0,1.0
79016,Sim,2.0,960.0,2.0,1.0
79019,Sim,2.0,750.0,2.0,1.0
79020,Sim,2.0,7000.0,2.0,1.0
79023,Sim,2.0,3725.0,2.0,1.0
79024,Sim,2.0,1813.0,2.0,1.0
79031,Sim,2.0,1125.0,2.0,1.0
79032,Sim,2.0,2549.0,2.0,1.0
79035,Não,2.0,400.0,2.0,1.0
79036,Sim,2.0,400.0,2.0,1.0
79037,Não,2.0,300.0,2.0,1.0
79043,Sem Informação,missing,300.0,2.0,1.0
79046,Sim,2.0,2150.0,2.0,1.0
79048,Sim,2.0,1596.0,2.0,1.0
79049,Sim,2.0,209.0,2.0,1.0
79050,Sim,2.0,829.0,2.0,1.0
79061,Sim,4.0,277.0,2.0,1.0
79075,Sim,2.0,394.0,2.0,1.0
79077,Sim,2.0,769.0,2.0,1.0
79080,Sim,2.0,675.0,2.0,1.0
79086,Sim,2.0,999999999999.0,2.0,1.0
79088,Sim,2.0,1100.0,2.0,1.0
79091,Sem Informação,missing,999999999999.0,2.0,1.0
79098,Sem Informação,missing,999999999999.0,2.0,1.0
79099,Sim,2.0,738.0,2.0,1.0
79103,Sim,2.0,287.0,2.0,1.0
79105,Sim,2.0,437.0,2.0,1.0
79107,Sim,2.0,382.0,2.0,1.0
79113,Sim,2.0,1953.0,2.0,1.0
79116,Não,2.0,596.0,2.0,1.0
79120,Sim,2.0,1293.0,2.0,1.0
79124,Sem Informação,missing,600.0,2.0,1.0
79125,Sim,2.0,920.0,2.0,1.0
79127,Não,2.0,394.0,2.0,1.0
79128,Sim,2.0,657.0,2.0,1.0
79129,Não,2.0,625.0,2.0,1.0
79136,Sim,2.0,1175.0,2.0,1.0
79139,Sim,2.0,872.0,2.0,1.0
79140,Sim,2.0,1150.0,2.0,1.0
79141,Sim,2.0,1233.0,2.0,1.0
79150,Sim,2.0,707.0,2.0,1.0
79152,Sim,2.0,999999999999.0,2.0,1.0
79153,Sim,2.0,262.0,2.0,1.0
79155,Sim,2.0,2000.0,2.0,1.0
79156,Sim,2.0,4000.0,2.0,1.0
79158,Sim,2.0,999999999999.0,2.0,1.0
79159,Sim,2.0,730.0,2.0,1.0
79160,Sim,2.0,3650.0,2.0,1.0
79161,Sim,2.0,1333.0,2.0,1.0
79164,Sim,2.0,999999999999.0,2.0,1.0
79166,Sem Informação,missing,999999999999.0,2.0,1.0
79169,Sim,2.0,2500.0,2.0,1.0
79170,Sim,2.0,694.0,2.0,1.0
79172,Sim,2.0,1450.0,2.0,1.0
79175,Sim,2.0,999999999999.0,2.0,1.0
79177,Sim,2.0,1300.0,2.0,1.0
79178,Sim,2.0,999999999999.0,2.0,1.0
79180,Sim,2.0,1333.0,2.0,1.0
79185,Sim,2.0,999999999999.0,2.0,1.0
79187,Sim,2.0,315.0,2.0,1.0
79197,Sim,2.0,999999999999.0,2.0,1.0
79198,Sim,2.0,788.0,2.0,1.0
79199,Não,2.0,750.0,2.0,1.0
79201,Sim,2.0,733.0,2.0,1.0
79208,Sim,2.0,933.0,2.0,1.0
79209,Sim,2.0,680.0,2.0,1.0
79219,Sim,2.0,257.0,2.0,1.0
79223,Não,2.0,351.0,2.0,1.0
79226,Sim,2.0,100.0,2.0,1.0
79237,Sim,4.0,100.0,2.0,1.0
79241,Sim,2.0,221.0,2.0,1.0
79242,Sim,2.0,647.0,2.0,1.0
79245,Sem Informação,missing,281.0,2.0,1.0
79249,Sim,2.0,1060.0,2.0,1.0
79254,Não,2.0,600.0,2.0,1.0
79257,Sim,2.0,395.0,2.0,1.0
79258,Sim,2.0,800.0,2.0,1.0
79259,Sim,2.0,1630.0,2.0,1.0
79261,Sim,2.0,1118.0,2.0,1.0
79264,Sem Informação,missing,580.0,2.0,1.0
79265,Sim,2.0,300.0,2.0,1.0
79267,Sim,2.0,586.0,2.0,1.0
79270,Sim,2.0,500.0,2.0,1.0
79274,Sim,2.0,2000.0,2.0,1.0
79281,Sim,4.0,366.0,2.0,1.0
79283,Sem Informação,missing,277.0,2.0,1.0
79287,Sim,2.0,631.0,2.0,1.0
79293,Sem Informação,missing,214.0,2.0,1.0
79295,Sim,2.0,220.0,2.0,1.0
79303,Não,2.0,1544.0,2.0,1.0
79304,Sem Informação,missing,2433.0,2.0,1.0
79306,Sem Informação,missing,500.0,2.0,1.0
79309,Não,2.0,788.0,2.0,1.0
79311,Sim,2.0,1165.0,2.0,1.0
79318,Não,2.0,484.0,2.0,1.0
79330,Sem Informação,missing,1066.0,2.0,1.0
79331,Sim,2.0,450.0,2.0,1.0
79332,Sim,2.0,398.0,2.0,1.0
79344,Sim,2.0,2133.0,2.0,1.0
79348,Sim,2.0,5600.0,2.0,1.0
79349,Sim,2.0,333.0,2.0,1.0
79353,Sim,2.0,1433.0,2.0,1.0
79355,Sim,2.0,675.0,2.0,1.0
79357,Sim,2.0,500.0,2.0,1.0
79358,Sim,2.0,383.0,2.0,1.0
79360,Sim,2.0,435.0,2.0,1.0
79362,Sim,2.0,572.0,2.0,1.0
79363,Sim,2.0,1250.0,2.0,1.0
79364,Sim,2.0,533.0,2.0,1.0
79365,Sim,2.0,830.0,2.0,1.0
79367,Sim,2.0,1437.0,2.0,1.0
79370,Sim,2.0,1166.0,2.0,1.0
79371,Sim,2.0,733.0,2.0,1.0
79372,Sim,2.0,1093.0,2.0,1.0
79373,Sim,2.0,672.0,2.0,1.0
79378,Sim,2.0,1400.0,2.0,1.0
79379,Sim,2.0,1600.0,2.0,1.0
79380,Sim,2.0,511.0,2.0,1.0
79382,Sim,2.0,315.0,2.0,1.0
79383,Sim,2.0,1100.0,2.0,1.0
79386,Sim,2.0,533.0,2.0,1.0
79388,Não,2.0,1333.0,2.0,1.0
79389,Sim,2.0,1966.0,2.0,1.0
79391,Sim,2.0,1822.0,2.0,1.0
79392,Sim,2.0,657.0,2.0,1.0
79394,Sim,2.0,3666.0,2.0,1.0
79396,Sim,2.0,2394.0,2.0,1.0
79397,Sim,2.0,1200.0,2.0,1.0
79398,Sim,2.0,1397.0,2.0,1.0
79401,Sim,2.0,750.0,2.0,1.0
79402,Sim,2.0,925.0,2.0,1.0
79403,Sim,2.0,788.0,2.0,1.0
79405,Sim,2.0,1096.0,2.0,1.0
79408,Sim,4.0,943.0,2.0,1.0
79411,Sim,4.0,900.0,2.0,1.0
79413,Sim,2.0,396.0,2.0,1.0
79414,Sim,2.0,1700.0,2.0,1.0
79416,Sim,2.0,1500.0,2.0,1.0
79417,Sim,2.0,2700.0,2.0,1.0
79418,Sim,2.0,929.0,2.0,1.0
79419,Sim,2.0,819.0,2.0,1.0
79423,Sim,2.0,500.0,2.0,1.0
79426,Sim,2.0,500.0,2.0,1.0
79429,Sim,2.0,271.0,2.0,1.0
79436,Sim,2.0,250.0,2.0,1.0
79437,Sim,2.0,425.0,2.0,1.0
79438,Sim,2.0,2800.0,2.0,1.0
79439,Sim,2.0,433.0,2.0,1.0
79446,Sim,2.0,1750.0,2.0,1.0
79447,Sim,2.0,750.0,2.0,1.0
79448,Sim,2.0,2000.0,2.0,1.0
79450,Sim,2.0,2148.0,2.0,1.0
79454,Sim,2.0,1000.0,2.0,1.0
79456,Sim,2.0,1029.0,2.0,1.0
79458,Sim,2.0,300.0,2.0,1.0
79460,Sim,2.0,512.0,2.0,1.0
79462,Sim,2.0,1042.0,2.0,1.0
79465,Sim,2.0,900.0,2.0,1.0
79467,Sim,2.0,600.0,2.0,1.0
79469,Sim,2.0,766.0,2.0,1.0
79475,Sim,2.0,1300.0,2.0,1.0
79478,Sim,2.0,1194.0,2.0,1.0
79479,Sim,2.0,850.0,2.0,1.0
79480,Sim,2.0,3425.0,2.0,1.0
79482,Sim,2.0,700.0,2.0,1.0
79485,Sim,2.0,460.0,2.0,1.0
79488,Sim,2.0,1116.0,2.0,1.0
79489,Sim,2.0,594.0,2.0,1.0
79493,Sim,2.0,1662.0,2.0,1.0
79494,Sim,2.0,1000.0,2.0,1.0
79499,Sim,2.0,262.0,2.0,1.0
79500,Sim,2.0,1059.0,2.0,1.0
79501,Sim,2.0,10347.0,2.0,1.0
79506,Sim,2.0,500.0,2.0,1.0
79507,Sim,2.0,650.0,2.0,1.0
79508,Sim,2.0,7300.0,2.0,1.0
79510,Sim,2.0,1186.0,2.0,1.0
79512,Sim,2.0,1825.0,2.0,1.0
79515,Sim,2.0,900.0,2.0,1.0
79518,Sim,2.0,1400.0,2.0,1.0
79519,Sim,2.0,662.0,2.0,1.0
79521,Sim,2.0,450.0,2.0,1.0
79522,Sim,4.0,156.0,2.0,1.0
79523,Sem Informação,missing,1196.0,2.0,1.0
79526,Sim,2.0,680.0,2.0,1.0
79527,Sim,2.0,366.0,2.0,1.0
79529,Sim,2.0,999999999999.0,2.0,1.0
79532,Sim,2.0,1069.0,2.0,1.0
79540,Sim,2.0,837.0,2.0,1.0
79545,Sim,2.0,675.0,2.0,1.0
79550,Não,2.0,1192.0,2.0,1.0
79552,Sim,2.0,1000.0,2.0,1.0
79554,Sim,2.0,600.0,2.0,1.0
79555,Sim,2.0,545.0,2.0,1.0
79558,Sim,2.0,1229.0,2.0,1.0
79561,Sim,2.0,645.0,2.0,1.0
79564,Sim,2.0,338.0,2.0,1.0
79565,Sim,2.0,5496.0,2.0,1.0
79568,Sim,2.0,1091.0,2.0,1.0
79570,Sim,2.0,157.0,2.0,1.0
79583,Sim,2.0,5000.0,2.0,1.0
79584,Sim,2.0,1066.0,2.0,1.0
79585,Sem Informação,missing,425.0,2.0,1.0
79587,Sim,2.0,4297.0,2.0,1.0
79592,Sem Informação,missing,1375.0,2.0,1.0
79593,Sim,4.0,792.0,2.0,1.0
79594,Sim,4.0,60.0,2.0,1.0
79596,Sim,2.0,656.0,2.0,1.0
79601,Sim,4.0,240.0,2.0,1.0
79603,Não,2.0,100.0,2.0,1.0
79607,Sim,2.0,572.0,2.0,1.0
79615,Sim,2.0,1300.0,2.0,1.0
79617,Sim,2.0,500.0,2.0,1.0
79619,Sim,2.0,832.0,2.0,1.0
79623,Sim,4.0,366.0,2.0,1.0
79625,Sim,2.0,800.0,2.0,1.0
79626,Sim,2.0,1291.0,2.0,1.0
79628,Sim,4.0,1066.0,2.0,1.0
79632,Sim,2.0,712.0,2.0,1.0
79633,Não,2.0,512.0,2.0,1.0
79634,Sim,4.0,2000.0,2.0,1.0
79636,Não,2.0,600.0,2.0,1.0
79639,Sim,2.0,576.0,2.0,1.0
79641,Não,2.0,800.0,2.0,1.0
79642,Sim,2.0,2333.0,2.0,1.0
79643,Sim,4.0,815.0,2.0,1.0
79644,Sim,2.0,1550.0,2.0,1.0
79647,Sim,2.0,500.0,2.0,1.0
79649,Sim,2.0,3250.0,2.0,1.0
79655,Sim,4.0,197.0,2.0,1.0
79662,Sem Informação,missing,857.0,2.0,1.0
79679,Sim,2.0,433.0,2.0,1.0
79683,Sim,2.0,1050.0,2.0,1.0
79687,Sim,2.0,1250.0,2.0,1.0
79692,Sim,2.0,2200.0,2.0,1.0
79694,Sim,2.0,1929.0,2.0,1.0
79700,Sim,2.0,485.0,2.0,1.0
79701,Sem Informação,missing,1283.0,2.0,1.0
79706,Sim,2.0,892.0,2.0,1.0
79709,Sim,2.0,1156.0,2.0,1.0
79717,Sim,2.0,1432.0,2.0,1.0
79718,Sim,2.0,794.0,2.0,1.0
79719,Sem Informação,missing,1066.0,2.0,1.0
79730,Sim,2.0,1325.0,2.0,1.0
79737,Sem Informação,missing,289.0,2.0,1.0
79740,Sem Informação,missing,917.0,2.0,1.0
79742,Sim,2.0,1192.0,2.0,1.0
79744,Sim,2.0,900.0,2.0,1.0
79749,Sim,2.0,1128.0,2.0,1.0
79752,Sim,2.0,1800.0,2.0,1.0
79753,Sim,2.0,394.0,2.0,1.0
79758,Sim,2.0,766.0,2.0,1.0
79763,Sim,2.0,4438.0,2.0,1.0
79765,Sim,2.0,3500.0,2.0,1.0
79766,Sim,2.0,5650.0,2.0,1.0
79767,Não,2.0,749.0,2.0,1.0
79769,Sim,2.0,1391.0,2.0,1.0
79771,Sim,2.0,98.0,2.0,1.0
79772,Sim,2.0,335.0,2.0,1.0
79773,Sim,2.0,225.0,2.0,1.0
79774,Sim,2.0,619.0,2.0,1.0
79775,Sim,2.0,894.0,2.0,1.0
79776,Sim,2.0,600.0,2.0,1.0
79777,Sim,2.0,3992.0,2.0,1.0
79779,Sem Informação,missing,297.0,2.0,1.0
79783,Sim,2.0,2150.0,2.0,1.0
79786,Sim,2.0,800.0,2.0,1.0
79788,Não,2.0,600.0,2.0,1.0
79799,Sim,2.0,1229.0,2.0,1.0
79800,Sim,2.0,1015.0,2.0,1.0
79802,Sem Informação,missing,366.0,2.0,1.0
79810,Sim,2.0,1182.0,2.0,1.0
79814,Não,2.0,298.0,2.0,1.0
79818,Sim,2.0,1262.0,2.0,1.0
79835,Sim,2.0,1333.0,2.0,1.0
79836,Sim,2.0,3000.0,2.0,1.0
79848,Sim,2.0,2395.0,2.0,1.0
79853,Sim,2.0,793.0,2.0,1.0
79854,Sim,2.0,880.0,2.0,1.0
79856,Sim,2.0,3540.0,2.0,1.0
79857,Não,2.0,0.0,2.0,1.0
79858,Sim,4.0,0.0,2.0,1.0
79864,Sim,2.0,1972.0,2.0,1.0
79870,Sim,2.0,2250.0,2.0,1.0
79875,Sem Informação,missing,390.0,2.0,1.0
79880,Sim,2.0,518.0,2.0,1.0
79886,Não,2.0,394.0,2.0,1.0
79891,Sim,4.0,718.0,2.0,1.0
79916,Sim,2.0,666.0,2.0,1.0
79918,Sim,2.0,737.0,2.0,1.0
79919,Sim,2.0,3000.0,2.0,1.0
79920,Sim,2.0,7740.0,2.0,1.0
79921,Sim,2.0,3166.0,2.0,1.0
79923,Sim,4.0,511.0,2.0,1.0
79924,Sim,2.0,700.0,2.0,1.0
79926,Sim,2.0,3300.0,2.0,1.0
79927,Sim,2.0,1625.0,2.0,1.0
79930,Sim,2.0,1015.0,2.0,1.0
79963,Sem Informação,missing,1750.0,2.0,1.0
79965,Sim,2.0,8000.0,2.0,1.0
79974,Sim,2.0,925.0,2.0,1.0
79979,Sim,2.0,21000.0,2.0,1.0
79981,Sim,2.0,3000.0,2.0,1.0
